id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
2074	candas (2019)	"<table><tr><td>Authors:</td><td>candas, soner; siala, kais; hamacher, thomas</td></tr><tr><td>Title:</td><td>sociodynamic modeling of small-scale pv adoption and insights on future expansion without feed-in tariffs</td></tr><tr><td>Source:</td><td>energy policy, 125</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.enpol.2018.10.029	-1.4246	-0.4741	1	3	6	2.7269	2019	6	2.7269
2090	prina (2019)	"<table><tr><td>Authors:</td><td>prina, matteo giacomo; lionetti, matteo; manzolini, giampaolo; sparber, wolfram; moser, david</td></tr><tr><td>Title:</td><td>transition pathways optimization methodology through energyplan software for long-term energy planning</td></tr><tr><td>Source:</td><td>applied energy, 235</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2018.10.099	-0.4926	1.1524	19	1	16	7.2717	2019	16	7.2717
2113	moreira (2019)	"<table><tr><td>Authors:</td><td>moreira, hugo soeiro; silva, joao lucas de souza; mesquita, daniel de bastos; de paula, bruno henrique kikumoto; de carvalho, jorge luize; kretly, luiz carlos; villalva, marcelo gradella</td></tr><tr><td>Title:</td><td>experimental analysis of photovoltaic modeling for partially shading conditions</td></tr><tr><td>Source:</td><td>2018 13th ieee international conference on industry applications, induscon 2018 - proceedings, nan</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/induscon.2018.8627335	-0.3707	0.244	23	1	2	0.909	2019	2	0.909
2131	vélez-sánchez (2019)	"<table><tr><td>Authors:</td><td>vélez-sánchez, jeisson; bastidas-rodríguez, juan david; ramos-paja, carlos andrés; gonzález montoya, daniel; trejos-grisales, luz adriana</td></tr><tr><td>Title:</td><td>a non-invasive procedure for estimating the exponential model parameters of bypass diodes in photovoltaic modules</td></tr><tr><td>Source:</td><td>energies, 12</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/en12020303	0.5592	-0.1008	41	2	1	0.4545	2019	1	0.4545
2178	zhang (2019a)	"<table><tr><td>Authors:</td><td>zhang, ruijun; gan, yangyu; mirzaei, parham a.</td></tr><tr><td>Title:</td><td>a new regression model to predict bipv cell temperature for various climates using a high-resolution cfd microclimate model</td></tr><tr><td>Source:</td><td>advances in building energy research, nan</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/17512549.2019.1654917	-0.1074	-0.0278	24	4	0	0	2019	0	0
2186	akhter (2019)	"<table><tr><td>Authors:</td><td>akhter, muhammad naveed; mekhilef, saad; mokhlis, hazlie; shah, noraisyah mohamed</td></tr><tr><td>Title:</td><td>review on forecasting of photovoltaic power generation based on machine learning and metaheuristic techniques</td></tr><tr><td>Source:</td><td>iet renewable power generation, 13</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1049/iet-rpg.2018.5649	-0.109	0.2646	25	1	16	7.2717	2019	16	7.2717
2196	khandakar (2019)	"<table><tr><td>Authors:</td><td>khandakar, amith; chowdhury, muhammad e, h.; kazi, monzure khoda; benhmed, kamel; touati, farid; al-hitmi, mohammed; gonzales, antonio s, p.</td></tr><tr><td>Title:</td><td>machine learning based photovoltaics (pv) power prediction using different environmental parameters of qatar</td></tr><tr><td>Source:</td><td>energies, 12</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/en12142782	-0.0502	0.2117	30	1	6	2.7269	2019	6	2.7269
2202	hadj arab (2019)	"<table><tr><td>Authors:</td><td>hadj arab, a.; taghezouit, b.; abdeladim, k.; semaoui, s.; razagui, a.; gherbi, a.; boulahchiche, s.; hadj mahammed, i.</td></tr><tr><td>Title:</td><td>maximum power output performance modeling of solar photovoltaic modules</td></tr><tr><td>Source:</td><td>energy reports, nan</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.egyr.2019.09.049	0.6532	-0.3162	6	1	1	0.4545	2019	1	0.4545
2204	das (2019a)	"<table><tr><td>Authors:</td><td>das, sudhansu sekhar; kumar, pramod; sandhu, sarbjot singh</td></tr><tr><td>Title:</td><td>hybrid photovoltaic-thermal systems utilizing liquid-gas phase change material</td></tr><tr><td>Source:</td><td>energy sources, part a: recovery, utilization and environmental effects, nan</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/15567036.2019.1659459	0.6957	-0.3215	6	2	0	0	2019	0	0
2212	aboushal (2019)	"<table><tr><td>Authors:</td><td>aboushal, m. a.; zakaria moustafa, mohamed m.; elarabawy, i. f.</td></tr><tr><td>Title:</td><td>statistical approach for the optimum selection of photovoltaic modules on a specific site</td></tr><tr><td>Source:</td><td>journal of renewable and sustainable energy, 11</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1063/1.5036754	0.1292	0.0239	32	4	0	0	2019	0	0
2215	shittu (2019)	"<table><tr><td>Authors:</td><td>shittu, samson; li, guiqiang; zhao, xudong; ma, xiaoli</td></tr><tr><td>Title:</td><td>series of detail comparison and optimization of thermoelectric element geometry considering the pv effect</td></tr><tr><td>Source:</td><td>renewable energy, 130</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.renene.2018.07.002	0.3957	-0.6336	11	8	22	9.9986	2019	22	9.9986
2233	white (2019)	"<table><tr><td>Authors:</td><td>white, lee v.</td></tr><tr><td>Title:</td><td>increasing residential solar installations in california: have local permitting processes historically driven differences between cities?</td></tr><tr><td>Source:</td><td>energy policy, 124</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.enpol.2018.09.034	-1.4718	-0.4863	1	1	1	0.4545	2019	1	0.4545
2287	atay (2019)	"<table><tr><td>Authors:</td><td>atay, bilge kaan; eminoğlu, ulaş</td></tr><tr><td>Title:</td><td>a new approach for parameter estimation of the single-diode model for photovoltaic cells/modules</td></tr><tr><td>Source:</td><td>turkish journal of electrical engineering and computer sciences, 27</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3906/elk-1805-161	0.4169	-0.167	17	4	1	0.4545	2019	1	0.4545
2290	nespoli (2019)	"<table><tr><td>Authors:</td><td>nespoli, alfredo; ogliari, emanuele; leva, sonia; pavan, alessandro massi; mellit, adel; lughi, vanni; dolara, alberto</td></tr><tr><td>Title:</td><td>day-ahead photovoltaic forecasting: a comparison of the most effective techniques</td></tr><tr><td>Source:</td><td>energies, 12</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/en12091621	-0.089	0.3068	25	1	17	7.7262	2019	17	7.7262
2294	ayang (2019)	"<table><tr><td>Authors:</td><td>ayang, albert; wamkeue, rené; ouhrouche, mohand; djongyang, noël; essiane salomé, ndjakomo; pombe, joseph kessel; ekemb, gabriel</td></tr><tr><td>Title:</td><td>maximum likelihood parameters estimation of single-diode model of photovoltaic generator</td></tr><tr><td>Source:</td><td>renewable energy, 130</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.renene.2018.06.039	0.5682	-0.0649	37	1	15	6.8172	2019	15	6.8172
2311	chahartaghi (2019)	"<table><tr><td>Authors:</td><td>chahartaghi, mahmood; hedayatpour jaloodar, mehdi</td></tr><tr><td>Title:</td><td>mathematical modeling of direct-coupled photovoltaic solar pump system for small-scale irrigation</td></tr><tr><td>Source:</td><td>energy sources, part a: recovery, utilization and environmental effects, nan</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/15567036.2019.1685025	0.68	-0.3439	6	3	0	0	2019	0	0
2314	walch (2019a)	"<table><tr><td>Authors:</td><td>walch, alina; castello, roberto; mohajeri, nahid; guignard, fabian; kanevski, mikhail; scartezzini, jean louis</td></tr><tr><td>Title:</td><td>spatio-temporal modelling and uncertainty estimation of hourly global solar irradiance using extreme learning machines</td></tr><tr><td>Source:</td><td>energy procedia, 158</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.egypro.2019.01.219	-0.4403	1.0319	7	2	2	0.909	2019	2	0.909
2320	abbassi (2019)	"<table><tr><td>Authors:</td><td>abbassi, rabeh; abbassi, abdelkader; heidari, ali asghar; mirjalili, seyedali</td></tr><tr><td>Title:</td><td>an efficient salp swarm-inspired algorithm for parameters identification of photovoltaic cell models</td></tr><tr><td>Source:</td><td>energy conversion and management, 179</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.enconman.2018.10.069	0.4713	-0.1168	2	2	72	32.7225	2019	72	32.7225
2331	takilalte (2019)	"<table><tr><td>Authors:</td><td>takilalte, a.; harrouni, s.; mora, j.</td></tr><tr><td>Title:</td><td>forecasting global solar irradiance for various resolutions using time series models - case study: algeria</td></tr><tr><td>Source:</td><td>energy sources, part a: recovery, utilization and environmental effects, nan</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/15567036.2019.1649756	-0.3266	0.3371	5	5	0	0	2019	0	0
2375	ospina (2019)	"<table><tr><td>Authors:</td><td>ospina, juan; newaz, alvi; omar faruque, m.</td></tr><tr><td>Title:</td><td>forecasting of pv plant output using hybrid wavelet-based lstm-dnn structure model</td></tr><tr><td>Source:</td><td>iet renewable power generation, 13</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1049/iet-rpg.2018.5779	-0.1015	0.2666	25	1	12	5.4538	2019	12	5.4538
2396	ghenai (2019)	"<table><tr><td>Authors:</td><td>ghenai, chouki; bettayeb, maamar</td></tr><tr><td>Title:</td><td>grid-tied solar pv/fuel cell hybrid power system for university building</td></tr><tr><td>Source:</td><td>energy procedia, 159</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.egypro.2018.12.025	1.3165	0.298	3	1	6	2.7269	2019	6	2.7269
2405	chen (2019b)	"<table><tr><td>Authors:</td><td>chen, yixiang; chen, zhicong; wu, lijun; long, chao; lin, peijie; cheng, shuying</td></tr><tr><td>Title:</td><td>parameter extraction of pv models using an enhanced shuffled complex evolution algorithm improved by opposition-based learning</td></tr><tr><td>Source:</td><td>energy procedia, 158</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.egypro.2019.01.242	0.563	-0.0643	37	1	3	1.3634	2019	3	1.3634
2466	camargo (2019)	"<table><tr><td>Authors:</td><td>camargo, luis ramirez; gruber, katharina; nitsch, felix; dorner, wolfgang</td></tr><tr><td>Title:</td><td>hybrid renewable energy systems to supply electricity self-sufficient residential buildings in central europe</td></tr><tr><td>Source:</td><td>energy procedia, 158</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.egypro.2019.01.096	-1.4096	-0.4095	36	3	4	1.8179	2019	4	1.8179
2499	englberger (2019)	"<table><tr><td>Authors:</td><td>englberger, stefan; hesse, holger; kucevic, daniel; jossen, andreas</td></tr><tr><td>Title:</td><td>a techno-economic analysis of vehicle-to-building: battery degradation and efficiency analysis in the context of coordinated electric vehicle charging</td></tr><tr><td>Source:</td><td>energies, 12</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/en12050955	-1.1153	-0.375	15	2	4	1.8179	2019	4	1.8179
2500	ayele (2019)	"<table><tr><td>Authors:</td><td>ayele, getnet tadesse; mabrouk, mohamed tahar; haurant, pierrick; laumert, björn; lacarrière, bruno; santarelli, massimo</td></tr><tr><td>Title:</td><td>exergy analysis and thermo-economic optimization of a district heating network with solar-photovoltaic and heat pumps</td></tr><tr><td>Source:</td><td>ecos 2019 - proceedings of the 32nd international conference on efficiency, cost, optimization, simulation and environmental impact of energy systems, nan</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/nan	0.3915	-0.7629	28	1	0	0	2019	0	0
2522	schwarz (2019)	"<table><tr><td>Authors:</td><td>schwarz, hannes; kotthoff, lars; hoos, holger; fichtner, wolf; bertsch, valentin</td></tr><tr><td>Title:</td><td>improving the computational efficiency of stochastic programs using automated algorithm configuration: an application to decentralized energy systems</td></tr><tr><td>Source:</td><td>annals of operations research, nan</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1007/s10479-018-3122-6	-1.3902	-0.4932	1	2	0	0	2019	0	0
2534	venkatesan (2019)	"<table><tr><td>Authors:</td><td>venkatesan, karunakaran; govindarajan, uma</td></tr><tr><td>Title:</td><td>optimal power flow control of hybrid renewable energy system with energy storage: a woann strategy</td></tr><tr><td>Source:</td><td>journal of renewable and sustainable energy, 11</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1063/1.5048446	1.2783	0.2169	3	5	4	1.8179	2019	4	1.8179
2616	tata (2018)	"<table><tr><td>Authors:</td><td>tata, o.; feddaoui, m.; belkassmi, y.</td></tr><tr><td>Title:</td><td>numerical study on energy performance of sheet and tube type photovoltaic thermal solar system</td></tr><tr><td>Source:</td><td>aip conference proceedings, 2056</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1063/1.5084994	-0.4783	-0.5253	13	1	0	0	2018	0	0
2628	yu (2018)	"<table><tr><td>Authors:</td><td>yu, jiafan; wang, zhecheng; majumdar, arun; rajagopal, ram</td></tr><tr><td>Title:</td><td>deepsolar: a machine learning framework to efficiently construct a solar deployment database in the united states</td></tr><tr><td>Source:</td><td>joule, 2</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.joule.2018.11.021	-0.4729	1.0349	7	1	12	1.8901	2018	12	1.8901
2642	barukčić (2018)	"<table><tr><td>Authors:</td><td>barukčić, m.; hederić, none; hadžiselimović, m.; seme, s.</td></tr><tr><td>Title:</td><td>a simple stochastic method for modelling the uncertainty of photovoltaic power production based on measured data</td></tr><tr><td>Source:</td><td>energy, 165</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.energy.2018.09.134	-0.1021	-0.0025	24	3	4	0.63	2018	4	0.63
2643	fouilloy (2018)	"<table><tr><td>Authors:</td><td>fouilloy, alexis; voyant, cyril; notton, gilles; motte, fabrice; paoli, christophe; nivet, marie laure; guillot, emmanuel; duchaud, jean laurent</td></tr><tr><td>Title:</td><td>solar irradiation prediction with machine learning: forecasting models selection method depending on weather variability</td></tr><tr><td>Source:</td><td>energy, 165</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.energy.2018.09.116	-0.2596	0.3585	14	2	19	2.9927	2018	19	2.9927
2644	wu (2018)	"<table><tr><td>Authors:</td><td>wu, lijun; chen, zhicong; long, chao; cheng, shuying; lin, peijie; chen, yixiang; chen, huihuang</td></tr><tr><td>Title:</td><td>parameter extraction of photovoltaic models from measured i-v characteristics curves using a hybrid trust-region reflective algorithm</td></tr><tr><td>Source:</td><td>applied energy, 232</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2018.09.161	0.493	-0.1047	2	4	25	3.9377	2018	25	3.9377
2645	chen (2018)	"<table><tr><td>Authors:</td><td>chen, zhicong; han, fuchang; wu, lijun; yu, jinling; cheng, shuying; lin, peijie; chen, huihuang</td></tr><tr><td>Title:</td><td>random forest based intelligent fault diagnosis for pv arrays using array voltage and string currents</td></tr><tr><td>Source:</td><td>energy conversion and management, 178</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.enconman.2018.10.040	0.6851	-0.406	40	1	30	4.7252	2018	30	4.7252
2648	haas (2018)	"<table><tr><td>Authors:</td><td>haas, j.; cebulla, f.; nowak, w.; rahmann, c.; palma-behnke, r.</td></tr><tr><td>Title:</td><td>a multi-service approach for planning the optimal mix of energy storage technologies in a fully-renewable power supply</td></tr><tr><td>Source:</td><td>energy conversion and management, 178</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.enconman.2018.09.087	-0.4584	1.17	19	2	16	2.5201	2018	16	2.5201
2707	ahmad (2018)	"<table><tr><td>Authors:</td><td>ahmad, muhammad waseem; mourshed, monjur; rezgui, yacine</td></tr><tr><td>Title:</td><td>tree-based ensemble methods for predicting pv power generation and their comparison with support vector regression</td></tr><tr><td>Source:</td><td>energy, 164</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.energy.2018.08.207	-0.0793	0.1656	18	2	17	2.6776	2018	17	2.6776
2709	lin (2018)	"<table><tr><td>Authors:</td><td>lin, peijie; peng, zhouning; lai, yunfeng; cheng, shuying; chen, zhicong; wu, lijun</td></tr><tr><td>Title:</td><td>short-term power prediction for photovoltaic power plants using a hybrid improved kmeans-gra-elman model based on multivariate meteorological factors and historical power datasets</td></tr><tr><td>Source:</td><td>energy conversion and management, 177</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.enconman.2018.10.015	-0.3192	0.1636	22	5	19	2.9927	2018	19	2.9927
2713	castro (2018)	"<table><tr><td>Authors:</td><td>castro, rui</td></tr><tr><td>Title:</td><td>data-driven pv modules modelling: comparison between equivalent electric circuit and artificial intelligence based models</td></tr><tr><td>Source:</td><td>sustainable energy technologies and assessments, 30</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.seta.2018.10.011	0.069	0.0561	9	2	5	0.7875	2018	5	0.7875
2717	aboushal (2018)	"<table><tr><td>Authors:</td><td>aboushal, e. a.</td></tr><tr><td>Title:</td><td>applying gis technology for optimum selection of photovoltaic panels “spatially at defined urban area in alexandria, egypt”</td></tr><tr><td>Source:</td><td>alexandria engineering journal, 57</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.aej.2018.11.005	0.1308	0.0249	32	1	3	0.4725	2018	3	0.4725
2723	guerrero delgado (2018)	"<table><tr><td>Authors:</td><td>guerrero delgado, mcarmen; sánchez ramos, josé; rodríguez jara, enrique a.; molina félix, josé luis; álvarez domínguez, servando</td></tr><tr><td>Title:</td><td>decision-making approach: a simplified model for energy performance evaluation of photovoltaic modules</td></tr><tr><td>Source:</td><td>energy conversion and management, 177</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.enconman.2018.09.080	0.1551	-0.1368	16	8	4	0.63	2018	4	0.63
2730	ashfaq (2018)	"<table><tr><td>Authors:</td><td>ashfaq, asad; ianakiev, anton</td></tr><tr><td>Title:</td><td>features of fully integrated renewable energy atlas for pakistan; wind, solar and cooling</td></tr><tr><td>Source:</td><td>renewable and sustainable energy reviews, 97</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.rser.2018.08.011	-0.5208	1.2257	31	3	12	1.8901	2018	12	1.8901
2745	el achouby (2018)	"<table><tr><td>Authors:</td><td>el achouby, h.; zaimi, m.; ibral, a.; assaid, e. m.</td></tr><tr><td>Title:</td><td>new analytical approach for modelling effects of temperature and irradiance on physical parameters of photovoltaic solar module</td></tr><tr><td>Source:</td><td>energy conversion and management, 177</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.enconman.2018.09.054	0.2939	-0.1205	9	9	15	2.3626	2018	15	2.3626
2755	singh (2018)	"<table><tr><td>Authors:</td><td>singh, rashmi; sharma, madhu; rawat, rahul; banerjee, chandan</td></tr><tr><td>Title:</td><td>an assessment of series resistance estimation techniques for different silicon based spv modules</td></tr><tr><td>Source:</td><td>renewable and sustainable energy reviews, 98</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.rser.2018.09.020	0.3049	-0.1624	32	11	7	1.1026	2018	7	1.1026
2757	astaneh (2018)	"<table><tr><td>Authors:</td><td>astaneh, majid; dufo-lópez, rodolfo; roshandel, ramin; bernal-agustin, josé l.</td></tr><tr><td>Title:</td><td>a novel lifetime prediction method for lithium-ion batteries in the case of stand-alone renewable energy systems</td></tr><tr><td>Source:</td><td>international journal of electrical power and energy systems, 103</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.ijepes.2018.05.034	1.4177	0.2572	21	3	8	1.2601	2018	8	1.2601
2781	wang (2018)	"<table><tr><td>Authors:</td><td>wang, fei; shafiekhah, miadreza; pang, shuaijie; zhen, zhao; li, kangping; ren, hui; catalão, joão p, s.</td></tr><tr><td>Title:</td><td>pattern classification and pso optimal weights based sky images cloud motion speed calculation method for solar pv power forecasting</td></tr><tr><td>Source:</td><td>2018 ieee industry applications society annual meeting, ias 2018, nan</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/ias.2018.8544468	-0.1858	0.1518	8	4	2	0.315	2018	2	0.315
2802	abdelkader (2018)	"<table><tr><td>Authors:</td><td>abdelkader, abbassi; rabeh, abbassi; mohamed ali, dami; mohamed, jemli</td></tr><tr><td>Title:</td><td>multi-objective genetic algorithm based sizing optimization of a stand-alone wind/pv power supply system with enhanced battery/supercapacitor hybrid energy storage</td></tr><tr><td>Source:</td><td>energy, 163</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.energy.2018.08.135	0.3137	-0.0909	9	1	36	5.6703	2018	36	5.6703
2805	vossos (2018)	"<table><tr><td>Authors:</td><td>vossos, vagelis; gerber, daniel; bennani, youness; brown, richard; marnay, chris</td></tr><tr><td>Title:</td><td>techno-economic analysis of dc power distribution in commercial buildings</td></tr><tr><td>Source:</td><td>applied energy, 230</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2018.08.069	-0.7614	-0.2157	33	1	5	0.7875	2018	5	0.7875
2844	aly (2018)	"<table><tr><td>Authors:</td><td>aly, shahzada pamir; ahzi, said; barth, nicolas; abdallah, amir</td></tr><tr><td>Title:</td><td>using energy balance method to study the thermal behavior of pv panels under time-varying field conditions</td></tr><tr><td>Source:</td><td>energy conversion and management, 175</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.enconman.2018.09.007	0.0974	-0.2197	38	6	7	1.1026	2018	7	1.1026
2845	mehta (2018)	"<table><tr><td>Authors:</td><td>mehta, hitesh k.; nukala, tejeswar; panchal, ashish k.</td></tr><tr><td>Title:</td><td>a fast computing three point model for pv system in uniform and non-uniform conditions</td></tr><tr><td>Source:</td><td>journal of renewable and sustainable energy, 10</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1063/1.5051472	0.4366	-0.2963	27	6	0	0	2018	0	0
2848	perveen (2018)	"<table><tr><td>Authors:</td><td>perveen, gulnar; rizwan, m.; goel, nidhi</td></tr><tr><td>Title:</td><td>intelligent model for solar energy forecasting and its implementation for solar photovoltaic applications</td></tr><tr><td>Source:</td><td>journal of renewable and sustainable energy, 10</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1063/1.5027824	-0.0688	0.1652	18	2	3	0.4725	2018	3	0.4725
2853	hanifi (2018)	"<table><tr><td>Authors:</td><td>hanifi, hamed; pfau, charlotte; turek, marko; schneider, jens</td></tr><tr><td>Title:</td><td>a practical optical and electrical model to estimate the power losses and quantification of different heat sources in silicon based pv modules</td></tr><tr><td>Source:</td><td>renewable energy, 127</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.renene.2018.04.060	-0.5114	-0.5864	13	1	7	1.1026	2018	7	1.1026
2861	herrando (2018)	"<table><tr><td>Authors:</td><td>herrando, maría; ramos, alba; freeman, james; zabalza, ignacio; markides, christos n.</td></tr><tr><td>Title:</td><td>technoeconomic modelling and optimisation of solar combined heat and power systems based on flat-box pvt collectors for domestic applications</td></tr><tr><td>Source:</td><td>energy conversion and management, 175</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.enconman.2018.07.045	-0.4008	-0.3871	34	4	24	3.7802	2018	24	3.7802
2874	astaneh (2018a)	"<table><tr><td>Authors:</td><td>astaneh, majid; roshandel, ramin; dufo-lópez, rodolfo; bernal-agustín, josé l.</td></tr><tr><td>Title:</td><td>a novel framework for optimization of size and control strategy of lithium-ion battery based off-grid renewable energy systems</td></tr><tr><td>Source:</td><td>energy conversion and management, 175</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.enconman.2018.08.107	1.4246	0.2609	21	6	14	2.2051	2018	14	2.2051
2879	peng (2018)	"<table><tr><td>Authors:</td><td>peng, z. n.; lin, p. j.; lai, y. f.; chen, z. c.; wu, l. j.; cheng, s. y.</td></tr><tr><td>Title:</td><td>saga-fcm-lssvm model-based short-term power forecasting of photovoltaic power plants</td></tr><tr><td>Source:</td><td>iop conference series: earth and environmental science, 188</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1088/1755-1315/188/1/012079	-0.1939	0.2705	18	7	0	0	2018	0	0
2887	jaszczur (2018)	"<table><tr><td>Authors:</td><td>jaszczur, marek; hassan, qusay; szubel, mateusz; majewska, ewelina</td></tr><tr><td>Title:</td><td>fluid flow and heat transfer analysis of a photovoltaic module under varying environmental conditions</td></tr><tr><td>Source:</td><td>journal of physics: conference series, 1101</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1088/1742-6596/1101/1/012009	0.8186	-0.516	29	3	2	0.315	2018	2	0.315
2898	miyazaki (2018)	"<table><tr><td>Authors:</td><td>miyazaki, azusa; watanabe, kentaro; ikegami, takashi</td></tr><tr><td>Title:</td><td>robust distributed energy management system corresponding to pv generation forecast uncertainty</td></tr><tr><td>Source:</td><td>2018 international conference on smart energy systems and technologies, sest 2018 - proceedings, nan</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/sest.2018.8495810	-1.4365	-0.3928	36	1	0	0	2018	0	0
2921	liu (2018)	"<table><tr><td>Authors:</td><td>liu, luyao; zhao, yi; chang, dongliang; xie, jiyang; ma, zhanyu; sun, qie; yin, hongyi; wennersten, ronald</td></tr><tr><td>Title:</td><td>prediction of short-term pv power output and uncertainty analysis</td></tr><tr><td>Source:</td><td>applied energy, 228</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2018.06.112	-0.091	0.3079	25	1	31	4.8827	2018	31	4.8827
2928	ramos (2018)	"<table><tr><td>Authors:</td><td>ramos, alba; chatzopoulou, maria anna; freeman, james; markides, christos n.</td></tr><tr><td>Title:</td><td>optimisation of a high-efficiency solar-driven organic rankine cycle for applications in the built environment</td></tr><tr><td>Source:</td><td>applied energy, 228</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2018.06.059	-0.398	-0.3815	34	2	31	4.8827	2018	31	4.8827
2930	ramirez camargo (2018)	"<table><tr><td>Authors:</td><td>ramirez camargo, luis; nitsch, felix; gruber, katharina; dorner, wolfgang</td></tr><tr><td>Title:</td><td>electricity self-sufficiency of single-family houses in germany and the czech republic</td></tr><tr><td>Source:</td><td>applied energy, 228</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2018.06.118	-1.3837	-0.4263	36	4	10	1.5751	2018	10	1.5751
2966	li (2018)	"<table><tr><td>Authors:</td><td>li, yan; zhang, qi; wang, ge; mclellan, benjamin; liu, xue fei; wang, le</td></tr><tr><td>Title:</td><td>a review of photovoltaic poverty alleviation projects in china: current status, challenge and policy recommendations</td></tr><tr><td>Source:</td><td>renewable and sustainable energy reviews, 94</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.rser.2018.06.012	-1.345	-0.4972	20	1	17	2.6776	2018	17	2.6776
